_id,keywords_en,keyword_hash,image_url,categories,tags
35598,van|minibus|passenger van,e958e3c5,https://static.arasaac.org/pictograms/35598/35598_500.png,land transport|special education,movement|traffic|mode of transport|land transport|education|special education
35600,van|minibus|passenger van,e958e3c5,https://static.arasaac.org/pictograms/35600/35600_500.png,land transport|core vocabulary-movement,movement|traffic|mode of transport|land transport|core vocabulary
35603,education department,8b626933,https://static.arasaac.org/pictograms/35603/35603_500.png,educational institution|signaling system,education|educational institution|communication|signaling system
35605,bucket with water|water bucket,7e217a97,https://static.arasaac.org/pictograms/35605/35605_500.png,cleaning product,object|cleaning product
35607,baby cup|training cup|sippy cup,719d8bb0,https://static.arasaac.org/pictograms/35607/35607_500.png,childcare|crockery|beverage,health|medicine|babycare|object|household|crockery|home|feeding|food|beverage
35609,cross with caution,3db59031,https://static.arasaac.org/pictograms/35609/35609_500.png,verb|road safety,communication|language|verb|movement|traffic|road safety
35611,trampoline,3cff439a,https://static.arasaac.org/pictograms/35611/35611_500.png,sport material|routine,leisure|sport|sport material|person|routine
35613,anesthesia mask,fa220992,https://static.arasaac.org/pictograms/35613/35613_500.png,nursing equipment,health|medicine|medical equipment|nursing equipment
35615,observation room|observation ward,0930a0f8,https://static.arasaac.org/pictograms/35615/35615_500.png,hospital room|signaling system,health|medicine|medical center|place|building|room|communication|signaling system
35617,bounce on a trampoline,fd8f9ba8,https://static.arasaac.org/pictograms/35617/35617_500.png,verb|routine,communication|language|verb|person|routine
35619,bounce on a trampoline,fd8f9ba8,https://static.arasaac.org/pictograms/35619/35619_500.png,verb|routine,communication|language|verb|person|routine
35620,bounce on a trampoline,fd8f9ba8,https://static.arasaac.org/pictograms/35620/35620_500.png,verb|routine,communication|language|verb|person|routine
35621,bounce on a trampoline,fd8f9ba8,https://static.arasaac.org/pictograms/35621/35621_500.png,verb|routine,communication|language|verb|person|routine
35625,sing,db853ec3,https://static.arasaac.org/pictograms/35625/35625_500.png,verb|musical art,communication|language|verb|music
35626,sing,db853ec3,https://static.arasaac.org/pictograms/35626/35626_500.png,verb|musical art,communication|language|verb|music
35629,testament|will,2dfec187,https://static.arasaac.org/pictograms/35629/35629_500.png,court document|death,document|justice|event|social event|death
35631,5|five ,f3e402a0,https://static.arasaac.org/pictograms/35631/35631_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35633,disembark|debark,0732980c,https://static.arasaac.org/pictograms/35633/35633_500.png,verb|aerial transport,communication|language|verb|movement|traffic|mode of transport|air transport
35635,ground beef|mince|minced meat,35785b56,https://static.arasaac.org/pictograms/35635/35635_500.png,processed food,feeding|food|processed food
35637,cream|ointment,f6268042,https://static.arasaac.org/pictograms/35637/35637_500.png,cosmetic,object|fashion|cosmetic
35639,clogs,3cdbdaf3,https://static.arasaac.org/pictograms/35639/35639_500.png,footwear,object|fashion|footwear
35641,string instruments|bowed stringed instruments,d79b371c,https://static.arasaac.org/pictograms/35641/35641_500.png,string instrument,music|musical instrument|string instrument
35643,coat in batter|roll in batter|dip in batter,6c85f55a,https://static.arasaac.org/pictograms/35643/35643_500.png,verb|cookery,communication|language|verb|feeding|cookery
35645,data center,0a64f459,https://static.arasaac.org/pictograms/35645/35645_500.png,building room|computing|signaling system,place|building|room|computing|communication|signaling system
35647,autism association,56eb9210,https://static.arasaac.org/pictograms/35647/35647_500.png,group,person|group
35649,pig's trotters|pig's feet,56a16714,https://static.arasaac.org/pictograms/35649/35649_500.png,animal anatomy|meat,animal|anatomy|animal anatomy|feeding|food|animal-based food|meat
35651,plan,5fc25157,https://static.arasaac.org/pictograms/35651/35651_500.png,verb|educational task|work organization,communication|language|verb|education|educational task|work|organization
35653,organise|organize|coordinate,a6014e4e,https://static.arasaac.org/pictograms/35653/35653_500.png,verb|work organization,communication|language|verb|work|organization
35655,building|edifice,46fd6fc1,https://static.arasaac.org/pictograms/35655/35655_500.png,building|place,place|building
35657,greengrocery|fruit store|fruit shop,6466f9de,https://static.arasaac.org/pictograms/35657/35657_500.png,commercial building|fruit,place|building|trade|feeding|food|plant-based food|fruit
35659,local police,b36e4003,https://static.arasaac.org/pictograms/35659/35659_500.png,professional|security and defense|road safety,work|professional|tertiary sector|defense|security|movement|traffic|road safety
35661,fish|fishes,b4fc9966,https://static.arasaac.org/pictograms/35661/35661_500.png,fish|gastronomy,feeding|food|animal-based food|fish|gastronomy
35663,butcher shop|meat market,fc761e9a,https://static.arasaac.org/pictograms/35663/35663_500.png,commercial building|meat,place|building|trade|feeding|food|animal-based food|meat
35665,4|four,926adb88,https://static.arasaac.org/pictograms/35665/35665_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35667,wind instruments,6b4c0493,https://static.arasaac.org/pictograms/35667/35667_500.png,wind instrument,music|musical instrument|wind instrument
35669,explain|explicate,3ac7ca97,https://static.arasaac.org/pictograms/35669/35669_500.png,verb|education,communication|language|verb|education
35671,plan,5fc25157,https://static.arasaac.org/pictograms/35671/35671_500.png,verb|educational task|work organization,communication|language|verb|education|educational task|work|organization
35673,perfume|cologne,674a0a6a,https://static.arasaac.org/pictograms/35673/35673_500.png,hygiene product|core vocabulary-object,object|hygiene product|hygiene|corporal hygiene|core vocabulary
35675,pilgrim,45bc88a1,https://static.arasaac.org/pictograms/35675/35675_500.png,christianity,religion|christianity
35677,one|1,2ade5eaf,https://static.arasaac.org/pictograms/35677/35677_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35679,2|two,375329ab,https://static.arasaac.org/pictograms/35679/35679_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35681,3|three,ae45ad20,https://static.arasaac.org/pictograms/35681/35681_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35683,6|six,871f8824,https://static.arasaac.org/pictograms/35683/35683_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35685,7|seven,b52f9a94,https://static.arasaac.org/pictograms/35685/35685_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35687,8|eight,8999f569,https://static.arasaac.org/pictograms/35687/35687_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35689,9|nine,2565eb92,https://static.arasaac.org/pictograms/35689/35689_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35691,10|ten,7a665c71,https://static.arasaac.org/pictograms/35691/35691_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35693,nought|zero|zero sign,56d50f4d,https://static.arasaac.org/pictograms/35693/35693_500.png,number|numeral adjective,communication|language|alphabet|number|mathematics|adjective|numeral adjective
35695,shop|store,7f8d5a23,https://static.arasaac.org/pictograms/35695/35695_500.png,commercial building|trade|core vocabulary-place|core vocabulary-work,place|building|trade|work|tertiary sector|core vocabulary
35697,toy shop|toy store|toyshop,8735d67c,https://static.arasaac.org/pictograms/35697/35697_500.png,commercial building|toy,place|building|trade|leisure|sport|toy
35699,fish shop|fish market|fishmonger's,4582b392,https://static.arasaac.org/pictograms/35699/35699_500.png,commercial building|fish,place|building|trade|feeding|food|animal-based food|fish
35701,perfume store|perfumery,d8234051,https://static.arasaac.org/pictograms/35701/35701_500.png,commercial building|hygiene product,place|building|trade|object|hygiene product|hygiene|corporal hygiene
35703,greengrocery,9bcbf047,https://static.arasaac.org/pictograms/35703/35703_500.png,commercial building|vegetable,place|building|trade|feeding|food|plant-based food|vegetable
35705,delicatessen|charcuterie,f33c3d31,https://static.arasaac.org/pictograms/35705/35705_500.png,commercial building|cold meat,place|building|trade|feeding|food|processed food|cold meat
35707,bar|barroom,bd23b58d,https://static.arasaac.org/pictograms/35707/35707_500.png,catering establishment|hospitality industry|beverage,place|building|catering establishment|hospitality industry|work|tertiary sector|feeding|food|beverage
35709,act,316c9c3e,https://static.arasaac.org/pictograms/35709/35709_500.png,verb|scenic art,communication|language|verb|scenic art
35711,play,a3b34c08,https://static.arasaac.org/pictograms/35711/35711_500.png,verb|musical art,communication|language|verb|music
35713,make a pilgrimage|go on a pilgrimage|peregrinate,0d724a36,https://static.arasaac.org/pictograms/35713/35713_500.png,verb|christianity,communication|language|verb|religion|christianity
35715,go in a wheelchair|wheel,9e5c0356,https://static.arasaac.org/pictograms/35715/35715_500.png,verb,communication|language|verb
35717,play,a3b34c08,https://static.arasaac.org/pictograms/35717/35717_500.png,verb|traditional game,communication|language|verb|leisure|sport|traditional game
35719,listen to music|hear music,603f1cd4,https://static.arasaac.org/pictograms/35719/35719_500.png,verb|musical art|mass media|electrical appliance|appliance|mass media device,communication|language|verb|music|mass media|object|appliance|electrical appliance|home|mass media device
35721,sweat|sudate|perspire|sweat|perspiration|sudor,16d93694,https://static.arasaac.org/pictograms/35721/35721_500.png,symptom|body sensation,health|medicine|symptom|human body|body sensation
35723,play,a3b34c08,https://static.arasaac.org/pictograms/35723/35723_500.png,verb|traditional game,communication|language|verb|leisure|sport|traditional game
35725,board|get on,d2f848f4,https://static.arasaac.org/pictograms/35725/35725_500.png,verb|aerial transport,communication|language|verb|movement|traffic|mode of transport|air transport
35727,make the bed,d7d6024f,https://static.arasaac.org/pictograms/35727/35727_500.png,verb|routine,communication|language|verb|person|routine
35729,put soap on|handwashing,8c3863e8,https://static.arasaac.org/pictograms/35729/35729_500.png,verb|corporal hygiene|routine,communication|language|verb|human body|hygiene|corporal hygiene|person|routine
35731,dusk,fc8358bc,https://static.arasaac.org/pictograms/35731/35731_500.png,verb|day time,communication|language|verb|time|calendar
35733,check in|check,8efa4da5,https://static.arasaac.org/pictograms/35733/35733_500.png,verb|aerial transport,communication|language|verb|movement|traffic|mode of transport|air transport
35735,sauce,c51210df,https://static.arasaac.org/pictograms/35735/35735_500.png,condiment,feeding|food|ultra-processed food|condiment
35737,flour,61f29829,https://static.arasaac.org/pictograms/35737/35737_500.png,verb|cookery,communication|language|verb|feeding|cookery
35739,build|brick up|brick in,a8fb830b,https://static.arasaac.org/pictograms/35739/35739_500.png,verb|construction,communication|language|verb|work|secondary sector|construction
35741,listen to music|hear music,603f1cd4,https://static.arasaac.org/pictograms/35741/35741_500.png,verb|mass media|electrical appliance|appliance|mass media device|musical art,communication|language|verb|music|mass media|object|appliance|electrical appliance|home|mass media device
35743,place in an envelope|put in an envelope|place into an envelope|put into an envelope,029ac07f,https://static.arasaac.org/pictograms/35743/35743_500.png,verb|mass media,communication|language|verb|mass media
35745,board|get on,d2f848f4,https://static.arasaac.org/pictograms/35745/35745_500.png,verb|aerial transport,communication|language|verb|movement|traffic|mode of transport|air transport
35747,dance|dance|dancing,08fec5fa,https://static.arasaac.org/pictograms/35747/35747_500.png,usual verbs|dance|core vocabulary-communication|core vocabulary-knowledge,communication|language|verb|usual verbs|scenic art|dance|show|core vocabulary
35749,play basketball,8218001a,https://static.arasaac.org/pictograms/35749/35749_500.png,sport modality|basketball,leisure|sport|sport modality|basketball
35751,disembark|debark,0732980c,https://static.arasaac.org/pictograms/35751/35751_500.png,verb|aerial transport,communication|language|verb|movement|traffic|mode of transport|air transport
35753,truffle,32860708,https://static.arasaac.org/pictograms/35753/35753_500.png,fungus|plant-based food,plant|fungus|feeding|food|plant-based food
35755,arugula,3c8ed333,https://static.arasaac.org/pictograms/35755/35755_500.png,vegetable|herbaceous plant,feeding|food|plant-based food|vegetable|plant|hervaceouos plant
35757,dial 061|call 061,22867748,https://static.arasaac.org/pictograms/35757/35757_500.png,verb|mass media device|security and defense,communication|language|verb|object|appliance|mass media device|mass media|work|tertiary sector|defense|security
35759,steak|beefsteak,587c83d4,https://static.arasaac.org/pictograms/35759/35759_500.png,gastronomy,feeding|food|gastronomy
35761,sheep milk cheese,8f682a8b,https://static.arasaac.org/pictograms/35761/35761_500.png,dairy product|processed food,feeding|food|animal-based food|dairy product|processed food
35763,cow's-milk cheese,88d6a250,https://static.arasaac.org/pictograms/35763/35763_500.png,dairy product|processed food,feeding|food|animal-based food|dairy product|processed food
35765,goat milk cheese,69c76528,https://static.arasaac.org/pictograms/35765/35765_500.png,dairy product|processed food,feeding|food|animal-based food|dairy product|processed food
35767,brie,464ec384,https://static.arasaac.org/pictograms/35767/35767_500.png,dairy product|processed food,feeding|food|animal-based food|dairy product|processed food
35769,sweets,2c6bbccf,https://static.arasaac.org/pictograms/35769/35769_500.png,baking|categorization,feeding|food|ultra-processed food|dessert|baking|categorization
35771,entrecote,3461c3be,https://static.arasaac.org/pictograms/35771/35771_500.png,meat,feeding|food|animal-based food|meat
35773,pass the ball,ed6e54b1,https://static.arasaac.org/pictograms/35773/35773_500.png,verb|physical exercise,communication|language|verb|leisure|sport|physical exercise
35774,pass the ball,ed6e54b1,https://static.arasaac.org/pictograms/35774/35774_500.png,verb|physical exercise,communication|language|verb|leisure|sport|physical exercise
35775,pass the ball,ed6e54b1,https://static.arasaac.org/pictograms/35775/35775_500.png,verb|physical exercise,communication|language|verb|leisure|sport|physical exercise
35779,pour sauce|sauce,df66d955,https://static.arasaac.org/pictograms/35779/35779_500.png,verb|condiment|cookery,communication|language|verb|feeding|food|ultra-processed food|condiment|cookery
35781,sit|sit on pushchair,c0bea11d,https://static.arasaac.org/pictograms/35781/35781_500.png,verb|childcare,communication|language|verb|health|medicine|babycare
35783,get off pushchair|leave pushchair|stand up from pushchair,3dbbca55,https://static.arasaac.org/pictograms/35783/35783_500.png,verb|childcare,communication|language|verb|health|medicine|babycare
35785,open latch|unbolt,7edf6629,https://static.arasaac.org/pictograms/35785/35785_500.png,verb|building facility,communication|language|verb|place|building|building facility
35787,latch|bolt|fasten|secure,e1d18b15,https://static.arasaac.org/pictograms/35787/35787_500.png,verb|building facility,communication|language|verb|place|building|building facility
35789,night|nighttime,45b5a819,https://static.arasaac.org/pictograms/35789/35789_500.png,day time,time|calendar
35791,archaeologist|archeologist,5a834fcc,https://static.arasaac.org/pictograms/35791/35791_500.png,professional|archaeology,work|professional|history|archaeology
35793,temperas,27986f73,https://static.arasaac.org/pictograms/35793/35793_500.png,educational material,education|educational material
35795,milkshake,abe0d17b,https://static.arasaac.org/pictograms/35795/35795_500.png,beverage,feeding|food|beverage
35797,slippers,88ead576,https://static.arasaac.org/pictograms/35797/35797_500.png,footwear,object|fashion|footwear
35798,slippers,88ead576,https://static.arasaac.org/pictograms/35798/35798_500.png,footwear,object|fashion|footwear
35801,shipwreck|sinking,b9e46996,https://static.arasaac.org/pictograms/35801/35801_500.png,archaeology|rome,history|archaeology|civilization|Rome
35803,nutritionist,df18f02e,https://static.arasaac.org/pictograms/35803/35803_500.png,health personnel|sanitary professional|dietetics,health|medicine|professional|work|dietetics
35804,nutritionist,df18f02e,https://static.arasaac.org/pictograms/35804/35804_500.png,health personnel|sanitary professional|dietetics,health|medicine|professional|work|dietetics
35807,blister|bleb,c2480835,https://static.arasaac.org/pictograms/35807/35807_500.png,,
35809,foot pain,8d2fb28c,https://static.arasaac.org/pictograms/35809/35809_500.png,symptom,health|medicine|symptom
35811,step|footstep,a2812d90,https://static.arasaac.org/pictograms/35811/35811_500.png,measurement unit,mathematics|measurement unit
35813,aioli|aioli sauce|garlic sauce,ebaf3fd1,https://static.arasaac.org/pictograms/35813/35813_500.png,condiment,feeding|food|ultra-processed food|condiment
35815,chicken fingers|chicken strips,8c97acc7,https://static.arasaac.org/pictograms/35815/35815_500.png,gastronomy,feeding|food|gastronomy
35817,curry powder,07983975,https://static.arasaac.org/pictograms/35817/35817_500.png,spices,feeding|food|plant-based food|spices
35819,fitting room|changing room,c034224b,https://static.arasaac.org/pictograms/35819/35819_500.png,building room|commercial building|clothes,place|building|room|trade|object|fashion|clothes
35821,wax strip|cold wax,096dcddf,https://static.arasaac.org/pictograms/35821/35821_500.png,hygiene product,object|hygiene product|hygiene|corporal hygiene
35823,softener,bd171eb6,https://static.arasaac.org/pictograms/35823/35823_500.png,hygiene product,object|hygiene product|hygiene|corporal hygiene
35825,sanitary napkin|sanitary towel|sanitary pad,bc84475b,https://static.arasaac.org/pictograms/35825/35825_500.png,hygiene product|intimate hygiene,object|hygiene product|hygiene|corporal hygiene|human body|intimate hygiene
35827,hair masque,a17aeda0,https://static.arasaac.org/pictograms/35827/35827_500.png,hygiene product,object|hygiene product|hygiene|corporal hygiene
35829,body cream,acbdd45e,https://static.arasaac.org/pictograms/35829/35829_500.png,cosmetic,object|fashion|cosmetic
35831,Santiago de Compostela,0a2cc9fa,https://static.arasaac.org/pictograms/35831/35831_500.png,city,geography|political geography|city
35833,Santiago de Compostela Cathedral,039ab372,https://static.arasaac.org/pictograms/35833/35833_500.png,monument|religious building|religious place|christianity,place|monument|building|religion|christianity
35835,Camino de Santiago,13b4efa4,https://static.arasaac.org/pictograms/35835/35835_500.png,christianity,religion|christianity
35837,paddle|row|paddle surf|stand up paddle boarding,88611af5,https://static.arasaac.org/pictograms/35837/35837_500.png,verb|sport modality|surf,communication|language|verb|leisure|sport|sport modality|surf
35838,paddle|row|paddle surf|stand up paddle boarding,88611af5,https://static.arasaac.org/pictograms/35838/35838_500.png,verb|surf,communication|language|verb|leisure|sport|surf
35839,paddle surf|stand up paddle boarding,1451865b,https://static.arasaac.org/pictograms/35839/35839_500.png,surf,leisure|sport|surf
35840,paddle surf|stand up paddle boarding,1451865b,https://static.arasaac.org/pictograms/35840/35840_500.png,surf,leisure|sport|surf
35841,paddle surf|stand up paddle boarding,1451865b,https://static.arasaac.org/pictograms/35841/35841_500.png,surf,leisure|sport|surf
35847,dirty diaper,ca0f43f2,https://static.arasaac.org/pictograms/35847/35847_500.png,childcare,health|medicine|babycare
35848,dirty diaper,ca0f43f2,https://static.arasaac.org/pictograms/35848/35848_500.png,childcare,health|medicine|babycare
35851,percussion instruments|percussive instruments,35298242,https://static.arasaac.org/pictograms/35851/35851_500.png,percussion instrument,music|musical instrument|percussion instrument
35853,marine animals|sea animals,8b7f91a2,https://static.arasaac.org/pictograms/35853/35853_500.png,marine animal|categorization,animal|aquatic animal|marine animal|sea|categorization
35855,flying animals,bc3e6693,https://static.arasaac.org/pictograms/35855/35855_500.png,flying animal|categorization,animal|flying animal|categorization
35857,land animals,92abb10b,https://static.arasaac.org/pictograms/35857/35857_500.png,terrestrial animal|categorization,animal|terrestrial animal|categorization
35859,building|construction|buildings|constructions,185d0ed7,https://static.arasaac.org/pictograms/35859/35859_500.png,home|construction|architecture|categorization,work|secondary sector|construction|architecture|building|categorization
35861,fairground,701b8e54,https://static.arasaac.org/pictograms/35861/35861_500.png,entertainment facility|recreational facility|fiestas del pilar,leisure|place|facility|recreational facility|event|popular event|fiestas del pilar
35863,Park Güell,1cb08caf,https://static.arasaac.org/pictograms/35863/35863_500.png,monument,place|monument
35865,James the Great's Day,b7087e29,https://static.arasaac.org/pictograms/35865/35865_500.png,religious event|christianity,event|religious event|religion|christianity
35867,Botafumeiro,8a69cddf,https://static.arasaac.org/pictograms/35867/35867_500.png,religious object|christianity,religion|object|christianity
35869,pilgrims,2a926c78,https://static.arasaac.org/pictograms/35869/35869_500.png,christianity,religion|christianity
35871,James the Great,bcc7863b,https://static.arasaac.org/pictograms/35871/35871_500.png,religious character|historical character|christianity,religion|character|historical character|history|christianity
35873,rare|medium rare,8380b3eb,https://static.arasaac.org/pictograms/35873/35873_500.png,gastronomy|meat|cookery,feeding|food|gastronomy|animal-based food|meat|cookery
35875,well done,e53992bb,https://static.arasaac.org/pictograms/35875/35875_500.png,gastronomy|meat|cookery,feeding|food|gastronomy|animal-based food|meat|cookery
35877,medium|medium well,a7dc89e7,https://static.arasaac.org/pictograms/35877/35877_500.png,gastronomy|meat,feeding|food|gastronomy|animal-based food|meat
35879,tea pastries,b2284a5c,https://static.arasaac.org/pictograms/35879/35879_500.png,,
35881,crying|weeping|cry,ba4d1e51,https://static.arasaac.org/pictograms/35881/35881_500.png,human response,psychology|human response
35883,secret ballot,cf0fbc85,https://static.arasaac.org/pictograms/35883/35883_500.png,election,work|tertiary sector|political representation|election
35884,secret ballot,cf0fbc85,https://static.arasaac.org/pictograms/35884/35884_500.png,election,work|tertiary sector|political representation|election
35887,trekking pole|hiking stick,c1ba1a3a,https://static.arasaac.org/pictograms/35887/35887_500.png,sport material,leisure|sport|sport material
35889,postural change,1937f8b1,https://static.arasaac.org/pictograms/35889/35889_500.png,medical procedure,health|medicine|medical procedure
35891,siesta|nap|nap,14c06ad0,https://static.arasaac.org/pictograms/35891/35891_500.png,basic needs,person|basic needs
35893,independent|autonomous|break free|become independent,cba66061,https://static.arasaac.org/pictograms/35893/35893_500.png,qualifying adjective|human value,communication|language|adjective|qualifying adjective|psychology|human value
35895,accident,8876489c,https://static.arasaac.org/pictograms/35895/35895_500.png,miscellaneous,
35897,hairdresser chair|barber chair,8d572cf6,https://static.arasaac.org/pictograms/35897/35897_500.png,work tool|hairdresser,work|tool|tertiary sector|personal services|hairdresser
35899,granola bar,c8ff2b9a,https://static.arasaac.org/pictograms/35899/35899_500.png,ultra-processed food,feeding|food|ultra-processed food
35901,wheelchair with standing frame,373dbe9f,https://static.arasaac.org/pictograms/35901/35901_500.png,orthopedic product,object|orthopedic product
35903,catering,07ab2423,https://static.arasaac.org/pictograms/35903/35903_500.png,catering establishment|hospitality industry|signaling system,place|building|catering establishment|hospitality industry|work|tertiary sector|communication|signaling system
35905,slicer,200a4dd0,https://static.arasaac.org/pictograms/35905/35905_500.png,electrical appliance,object|appliance|electrical appliance|home
35907,slicers store,c86e5e86,https://static.arasaac.org/pictograms/35907/35907_500.png,commercial building,place|building|trade
35909,slouch hat,6b5c4da8,https://static.arasaac.org/pictograms/35909/35909_500.png,accessories|mountain,object|fashion|accessories|leisure|outdoor activity|mountain
35911,transport assistant,26180aad,https://static.arasaac.org/pictograms/35911/35911_500.png,educational staff|education professionals,education|professional|work
35913,La Compostela,361a1733,https://static.arasaac.org/pictograms/35913/35913_500.png,christianity,religion|christianity
35915,accredit pilgrimage,ce48086e,https://static.arasaac.org/pictograms/35915/35915_500.png,verb,communication|language|verb
35917,meals with egg|meal with egg,77399e31,https://static.arasaac.org/pictograms/35917/35917_500.png,gastronomy,feeding|food|gastronomy
35919,stick with blu-tack,a0a8b4ac,https://static.arasaac.org/pictograms/35919/35919_500.png,verb|educational task,communication|language|verb|education|educational task
35921,scrapyard|junkyard,b48b3571,https://static.arasaac.org/pictograms/35921/35921_500.png,recycling center|recycling|signaling system,place|facility|recycling center|recycling|environmental science|communication|signaling system
35923,January,86f5978d,https://static.arasaac.org/pictograms/35923/35923_500.png,month,time|calendar|month
35925,May,195fbb57,https://static.arasaac.org/pictograms/35925/35925_500.png,month,time|calendar|month
35927,November,7e823b37,https://static.arasaac.org/pictograms/35927/35927_500.png,month,time|calendar|month
35929,September,cc5d9056,https://static.arasaac.org/pictograms/35929/35929_500.png,month,time|calendar|month
35931,July,1b539f6f,https://static.arasaac.org/pictograms/35931/35931_500.png,month,time|calendar|month
35933,June,688937cc,https://static.arasaac.org/pictograms/35933/35933_500.png,month,time|calendar|month
35935,April,3fcf026b,https://static.arasaac.org/pictograms/35935/35935_500.png,month,time|calendar|month
35937,December,82331503,https://static.arasaac.org/pictograms/35937/35937_500.png,month,time|calendar|month
35939,March,fa3e5eda,https://static.arasaac.org/pictograms/35939/35939_500.png,month,time|calendar|month
35941,August,41ba7089,https://static.arasaac.org/pictograms/35941/35941_500.png,month,time|calendar|month
35943,October,eca60ae8,https://static.arasaac.org/pictograms/35943/35943_500.png,month,time|calendar|month
35945,February,659e59f0,https://static.arasaac.org/pictograms/35945/35945_500.png,month,time|calendar|month
35947,sketch,834feae7,https://static.arasaac.org/pictograms/35947/35947_500.png,painting,visual art|painting
35949,be able to,f8e00f21,https://static.arasaac.org/pictograms/35949/35949_500.png,usual verbs|core vocabulary-communication,communication|language|verb|usual verbs|core vocabulary
35951,storyteller,2437f3f2,https://static.arasaac.org/pictograms/35951/35951_500.png,professional|tale character,work|professional|character|book character|tale character|literature
35953,copper,e7e94d9e,https://static.arasaac.org/pictograms/35953/35953_500.png,mineral origin material,material|raw material|mineral origin material
35955,meeting room,2fbe87f7,https://static.arasaac.org/pictograms/35955/35955_500.png,building room|signaling system,place|building|room|communication|signaling system
35957,allergy,e13d519f,https://static.arasaac.org/pictograms/35957/35957_500.png,disease,health|medicine|disease
35959,skier,f5345bf6,https://static.arasaac.org/pictograms/35959/35959_500.png,athlete,leisure|sport|person
35961,high chair|feeding chair,4a5b061b,https://static.arasaac.org/pictograms/35961/35961_500.png,furniture|childcare,object|furniture|health|medicine|babycare
35963,juggler,81659d64,https://static.arasaac.org/pictograms/35963/35963_500.png,professional|circus,work|professional|scenic art|circus|show
35965,sneeze|sneezing,6ddef486,https://static.arasaac.org/pictograms/35965/35965_500.png,symptom,health|medicine|symptom
35967,reiki,f21f2d17,https://static.arasaac.org/pictograms/35967/35967_500.png,miscellaneous,
35968,reiki,f21f2d17,https://static.arasaac.org/pictograms/35968/35968_500.png,miscellaneous,
35971,skater,a765884f,https://static.arasaac.org/pictograms/35971/35971_500.png,athlete,leisure|sport|person
35973,army,e7b95b49,https://static.arasaac.org/pictograms/35973/35973_500.png,group|middle ages|war,person|group|history|middle ages|event|war
35975,gunsmith's|gunsmith's shop,0f0e5b22,https://static.arasaac.org/pictograms/35975/35975_500.png,commercial building|weapon,place|building|trade|object|weapon
35977,lather the hands|soap the hands|handwashing,b03a942c,https://static.arasaac.org/pictograms/35977/35977_500.png,verb|corporal hygiene|hygiene product|routine,communication|language|verb|human body|hygiene|corporal hygiene|object|hygiene product|person|routine
35979,study|learn,57fb621c,https://static.arasaac.org/pictograms/35979/35979_500.png,verb|educational task,communication|language|verb|education|educational task
35981,bipedalism,c662be12,https://static.arasaac.org/pictograms/35981/35981_500.png,physical exercise,leisure|sport|physical exercise
35982,bipedalism,c662be12,https://static.arasaac.org/pictograms/35982/35982_500.png,physical exercise,leisure|sport|physical exercise
35985,quadrupedalism,e7d08d6f,https://static.arasaac.org/pictograms/35985/35985_500.png,physical exercise,leisure|sport|physical exercise
35986,quadrupedalism,e7d08d6f,https://static.arasaac.org/pictograms/35986/35986_500.png,physical exercise,leisure|sport|physical exercise
35989,sitting,5c48b229,https://static.arasaac.org/pictograms/35989/35989_500.png,physical exercise,leisure|sport|physical exercise
35990,sitting,5c48b229,https://static.arasaac.org/pictograms/35990/35990_500.png,physical exercise,leisure|sport|physical exercise
35993,quality,d66636b2,https://static.arasaac.org/pictograms/35993/35993_500.png,object,object
35995,castell,4b57124c,https://static.arasaac.org/pictograms/35995/35995_500.png,popular event,event|popular event
35997,assistance dog,5c35fb29,https://static.arasaac.org/pictograms/35997/35997_500.png,dog-assisted therapy,animal|animal-assisted therapy|dog-assisted therapy
35999,cleaning and household goods store,3d0b850d,https://static.arasaac.org/pictograms/35999/35999_500.png,commercial building|cleaning product|hygiene product,place|building|trade|object|cleaning product|hygiene product|hygiene|corporal hygiene
36001,circuit,de83e9b3,https://static.arasaac.org/pictograms/36001/36001_500.png,psychomotor equipment,object|psychomotor equipment
36003,cloak,7d067ef3,https://static.arasaac.org/pictograms/36003/36003_500.png,accessories,object|fashion|accessories
36005,depilate,d24f8c1e,https://static.arasaac.org/pictograms/36005/36005_500.png,verb|corporal hygiene,communication|language|verb|human body|hygiene|corporal hygiene
36006,depilate,d24f8c1e,https://static.arasaac.org/pictograms/36006/36006_500.png,verb|corporal hygiene,communication|language|verb|human body|hygiene|corporal hygiene
36009,evaporate|vaporise,7b681226,https://static.arasaac.org/pictograms/36009/36009_500.png,verb|physics,communication|language|verb|physics
36011,mural|wall painting,09b0a457,https://static.arasaac.org/pictograms/36011/36011_500.png,painting,visual art|painting
