_id,keywords_en,keyword_hash,image_url,categories,tags
2239,bee,9dfd70fd,https://static.arasaac.org/pictograms/2239/2239_500.png,herbivorous|insect|oviparous|flying animal|apiculture|domestic animal,animal|herbivorous|invertebrate|arthropod|insect|oviparous|flying animal|work|primary sector|apiculture|domestic
2242,coat|overcoat|greatcoat,bed0ee8b,https://static.arasaac.org/pictograms/2242/2242_500.png,clothes|core vocabulary-object|fashion,object|fashion|clothes|core vocabulary
2243,grandmother|granny|grandma,6bd238de,https://static.arasaac.org/pictograms/2243/2243_500.png,elderly|family,person|elderly|family
2244,grandfather|grandpa,3af9a51e,https://static.arasaac.org/pictograms/2244/2244_500.png,elderly|family,person|elderly|family
2245,boring|dull,d8d3da6b,https://static.arasaac.org/pictograms/2245/2245_500.png,qualifying adjective|feeling,communication|language|adjective|qualifying adjective|psychology|feeling|emotion
2246,olive oil|oil,0d8bd520,https://static.arasaac.org/pictograms/2246/2246_500.png,condiment|cookery|core vocabulary-feeding|gastronomy,feeding|food|ultra-processed food|condiment|cookery|core vocabulary|gastronomy
2247,pavement|sidewalk,6d587f68,https://static.arasaac.org/pictograms/2247/2247_500.png,infrastructure|land transport|road safety,place|infrastructure|movement|traffic|mode of transport|land transport|road safety
2248,water,9460370b,https://static.arasaac.org/pictograms/2248/2248_500.png,beverage|mineral rich food,feeding|food|beverage|mineral rich food
2249,carpet|rug,840f09c5,https://static.arasaac.org/pictograms/2249/2249_500.png,trousseau,object|household|trousseau|home
2250,pillow,028dbbfa,https://static.arasaac.org/pictograms/2250/2250_500.png,trousseau|core vocabulary-object,object|household|trousseau|home|core vocabulary
2251,ambulance,e0d0f09d,https://static.arasaac.org/pictograms/2251/2251_500.png,land transport|covid-19,movement|traffic|mode of transport|land transport|covid-19
2252,ring,1a5df958,https://static.arasaac.org/pictograms/2252/2252_500.png,jewelry|accessories,object|fashion|jewelry|accessories
2253,dish antenna|dish aerial,7573be1b,https://static.arasaac.org/pictograms/2253/2253_500.png,mass media device|building facility,object|appliance|mass media device|mass media|place|building|building facility
2254,spider,f1a81d78,https://static.arasaac.org/pictograms/2254/2254_500.png,arachnid|oviparous|terrestrial animal|carnivorous|halloween|wild animal|core vocabulary-living being|core vocabulary-time,animal|invertebrate|arthropod|arachnid|oviparous|terrestrial animal|carnivorous|event|popular event|halloween|wild|core vocabulary
2255,friends,28f20a02,https://static.arasaac.org/pictograms/2255/2255_500.png,group,person|group
2256,tree,c0af77cf,https://static.arasaac.org/pictograms/2256/2256_500.png,tree|playground,plant|tree|place|facility|recreational facility|leisure|playground
2257,squirrel,eac074b0,https://static.arasaac.org/pictograms/2257/2257_500.png,herbivorous|mammal|viviparous|terrestrial animal,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal
2258,wardrobe|closet,43731ceb,https://static.arasaac.org/pictograms/2258/2258_500.png,furniture|core vocabulary-object,object|furniture|core vocabulary
2259,rice and tomato sauce|rice with tomato,76bb4bed,https://static.arasaac.org/pictograms/2259/2259_500.png,gastronomy,feeding|food|gastronomy
2260,lift|elevator,2ddc50c3,https://static.arasaac.org/pictograms/2260/2260_500.png,building facility|construction|residential building|core vocabulary-place|core vocabulary-work,place|building|building facility|work|secondary sector|construction|home|core vocabulary
2261,scared|frightened,4b5ec256,https://static.arasaac.org/pictograms/2261/2261_500.png,qualifying adjective|feeling,communication|language|adjective|qualifying adjective|psychology|feeling|emotion
2262,bus|coach|autobus|passenger vehicle,f1ec183e,https://static.arasaac.org/pictograms/2262/2262_500.png,land transport|core vocabulary-movement,movement|traffic|mode of transport|land transport|core vocabulary
2263,bus|urban bus,dac02a0b,https://static.arasaac.org/pictograms/2263/2263_500.png,land transport,movement|traffic|mode of transport|land transport
2264,aeroplane|airliner,66aa4bbc,https://static.arasaac.org/pictograms/2264/2264_500.png,aerial transport|core vocabulary-movement,movement|traffic|mode of transport|air transport|core vocabulary
2265,sugar bowl,19822b42,https://static.arasaac.org/pictograms/2265/2265_500.png,utensil,object|household|utensil|home
2266,sugar bowl,19822b42,https://static.arasaac.org/pictograms/2266/2266_500.png,utensil|cookery,object|household|utensil|home|feeding|cookery
2267,bib,3222ac28,https://static.arasaac.org/pictograms/2267/2267_500.png,accessories,object|fashion|accessories
2268,whale,1ebfd591,https://static.arasaac.org/pictograms/2268/2268_500.png,omnivorous|mammal|viviparous|marine animal|wild animal|core vocabulary-living being,animal|omnivorous|vertebrate|mammal|viviparous|aquatic animal|marine animal|sea|wild|core vocabulary
2269,ball|soccer ball,3c65375e,https://static.arasaac.org/pictograms/2269/2269_500.png,sport material|football,leisure|sport|sport material|football
2270,swimsuit|swimming costume,ef3753ea,https://static.arasaac.org/pictograms/2270/2270_500.png,clothes|swimming|sportswear|swimming pool|beach|core vocabulary-object|core vocabulary-leisure,object|fashion|clothes|leisure|sport|swimming|sportswear|clothing|outdoor activity|swimming pool|beach|core vocabulary
2271,bathe,9c87c2d7,https://static.arasaac.org/pictograms/2271/2271_500.png,verb|corporal hygiene|building facility,communication|language|verb|human body|hygiene|corporal hygiene|place|building|building facility
2272,bathtub|bath|tub,95eec235,https://static.arasaac.org/pictograms/2272/2272_500.png,building facility|residential building,place|building|building facility|home
2273,boat|ocean liner,c89463b0,https://static.arasaac.org/pictograms/2273/2273_500.png,water transport,movement|traffic|mode of transport|water transport
2274,mixer|electric mixer,1ad620cd,https://static.arasaac.org/pictograms/2274/2274_500.png,electrical appliance|cookery,object|appliance|electrical appliance|home|feeding|cookery
2275,baby|babe,7063960b,https://static.arasaac.org/pictograms/2275/2275_500.png,baby|childcare,person|baby|health|medicine|babycare
2276,drink,0b18a3d7,https://static.arasaac.org/pictograms/2276/2276_500.png,verb|beverage|basic needs,communication|language|verb|feeding|food|beverage|person|basic needs
2277,bicycle|bike,61a818e0,https://static.arasaac.org/pictograms/2277/2277_500.png,land transport,movement|traffic|mode of transport|land transport
2278,bidet,ca6c7207,https://static.arasaac.org/pictograms/2278/2278_500.png,building facility|residential building,place|building|building facility|home
2279,bikini,e5d4ad9a,https://static.arasaac.org/pictograms/2279/2279_500.png,clothes|swimming|swimming pool|beach,object|fashion|clothes|leisure|sport|swimming|outdoor activity|swimming pool|beach
2280,blouse,2bbbc09c,https://static.arasaac.org/pictograms/2280/2280_500.png,clothes,object|fashion|clothes
2281,sandwich,4a048904,https://static.arasaac.org/pictograms/2281/2281_500.png,processed food|core vocabulary-feeding,feeding|food|processed food|core vocabulary
2282,ball-point pen|ballpoint|ballpen,3a8c4cca,https://static.arasaac.org/pictograms/2282/2282_500.png,educational material,education|educational material
2283,bowls|bowling,f199c302,https://static.arasaac.org/pictograms/2283/2283_500.png,toy|traditional game,leisure|sport|toy|traditional game
2284,handbag,20de6ed2,https://static.arasaac.org/pictograms/2284/2284_500.png,accessories|core vocabulary-object|fashion,object|fashion|accessories|core vocabulary
2285,light bulb|bulb|electric light,f875ef48,https://static.arasaac.org/pictograms/2285/2285_500.png,light fixture,object|appliance|light fixture|home
2286,erase|rub out,6d789aa7,https://static.arasaac.org/pictograms/2286/2286_500.png,verb|educational task,communication|language|verb|education|educational task
2287,boots|rubber boots|gum boots,7c5f3c46,https://static.arasaac.org/pictograms/2287/2287_500.png,footwear|core vocabulary-object,object|fashion|footwear|core vocabulary
2288,bottle,3a385ac0,https://static.arasaac.org/pictograms/2288/2288_500.png,crockery|container|beverage,object|household|crockery|home|container|feeding|food|beverage
2289,panties|knickers,ea0029f3,https://static.arasaac.org/pictograms/2289/2289_500.png,clothes,object|fashion|clothes
2290,scarf,50a02d62,https://static.arasaac.org/pictograms/2290/2290_500.png,accessories|core vocabulary-object,object|fashion|accessories|core vocabulary
2291,donkey|ass,cd27abc5,https://static.arasaac.org/pictograms/2291/2291_500.png,herbivorous|mammal|viviparous|terrestrial animal|christmas|domestic animal|core vocabulary-living being|core vocabulary-time|agriculture,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|event|popular event|christmas|domestic|core vocabulary|work|primary sector|agriculture
2292,post-box|letter box|mailbox,7bba9f58,https://static.arasaac.org/pictograms/2292/2292_500.png,street furniture|telecommunication|mass media,urban area|street furniture|work|tertiary sector|telecommunication|communication|mass media
2293,post-box|letter box|mailbox,7bba9f58,https://static.arasaac.org/pictograms/2293/2293_500.png,building facility|telecommunication|mass media|residential building,place|building|building facility|work|tertiary sector|telecommunication|communication|mass media|home
2294,horse,f1bdf5ed,https://static.arasaac.org/pictograms/2294/2294_500.png,herbivorous|mammal|viviparous|terrestrial animal|domestic animal|core vocabulary-living being|animal|sport,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|domestic|core vocabulary|leisure|sport
2295,goat|billy goat|domestic goat,abd88ac6,https://static.arasaac.org/pictograms/2295/2295_500.png,herbivorous|mammal|viviparous|terrestrial animal,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal
2296,coffee,24eb05d1,https://static.arasaac.org/pictograms/2296/2296_500.png,beverage|core vocabulary-feeding,feeding|food|beverage|core vocabulary
2297,coffee maker|italian espresso maker,1cbb37f6,https://static.arasaac.org/pictograms/2297/2297_500.png,utensil|beverage,object|household|utensil|home|feeding|food|beverage
2298,socks,3e5a1b3b,https://static.arasaac.org/pictograms/2298/2298_500.png,clothes|core vocabulary-object,object|fashion|clothes|core vocabulary
2299,street|avenue|boulevard,b1cb83ed,https://static.arasaac.org/pictograms/2299/2299_500.png,urban area|core vocabulary-place|place,place|urban area|core vocabulary
2300,hot,27369b3b,https://static.arasaac.org/pictograms/2300/2300_500.png,qualifying adjective|body sensation,communication|language|adjective|qualifying adjective|human body|body sensation
2302,road|road surface|route,8bea2ad3,https://static.arasaac.org/pictograms/2302/2302_500.png,infrastructure|land transport|road safety,place|infrastructure|movement|traffic|mode of transport|land transport|road safety
2303,underpants,0d934631,https://static.arasaac.org/pictograms/2303/2303_500.png,clothes|core vocabulary-object,object|fashion|clothes|core vocabulary
2304,bed,001cbc05,https://static.arasaac.org/pictograms/2304/2304_500.png,furniture,object|furniture
2305,dromedary,d6e93452,https://static.arasaac.org/pictograms/2305/2305_500.png,herbivorous|mammal|viviparous|terrestrial animal|domestic animal,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|domestic
2306,lorry|camion,69e15ee8,https://static.arasaac.org/pictograms/2306/2306_500.png,land transport,movement|traffic|mode of transport|land transport
2307,toy truck,a3930416,https://static.arasaac.org/pictograms/2307/2307_500.png,toy,leisure|sport|toy
2308,shirt,c9507f53,https://static.arasaac.org/pictograms/2308/2308_500.png,clothes,object|fashion|clothes
2309,T-shirt,a19377ff,https://static.arasaac.org/pictograms/2309/2309_500.png,clothes|core vocabulary-object,object|fashion|clothes|core vocabulary
2310,undershirt|vest,a183411b,https://static.arasaac.org/pictograms/2310/2310_500.png,clothes,object|fashion|clothes
2311,nightdress|nightie|nightgown,49ed44a5,https://static.arasaac.org/pictograms/2311/2311_500.png,clothes,object|fashion|clothes
2312,crab,bd589331,https://static.arasaac.org/pictograms/2312/2312_500.png,carnivorous|crustacean|oviparous|marine animal|core vocabulary-living being,animal|carnivorous|invertebrate|arthropod|crustacean|oviparous|aquatic animal|marine animal|sea|core vocabulary
2313,kangaroo|wallaby,9be5d801,https://static.arasaac.org/pictograms/2313/2313_500.png,herbivorous|mammal|viviparous|terrestrial animal|wild animal|core vocabulary-living being,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|core vocabulary
2314,tired|exhausted|fatigued,bf3960e9,https://static.arasaac.org/pictograms/2314/2314_500.png,qualifying adjective|feeling|body sensation|symptom,communication|language|adjective|qualifying adjective|psychology|feeling|emotion|human body|body sensation|health|medicine|symptom
2315,sing,db853ec3,https://static.arasaac.org/pictograms/2315/2315_500.png,verb|musical art,communication|language|verb|music
2316,meat,07202a7e,https://static.arasaac.org/pictograms/2316/2316_500.png,meat|core vocabulary-feeding|food|animal,feeding|food|animal-based food|meat|core vocabulary|animal
2317,house,2ca63cdd,https://static.arasaac.org/pictograms/2317/2317_500.png,residential building,place|building|home|object
2318,castanets,7f909222,https://static.arasaac.org/pictograms/2318/2318_500.png,percussion instrument|fiestas del pilar,music|musical instrument|percussion instrument|event|popular event|fiestas del pilar
2319,jacket,f4ebf8a0,https://static.arasaac.org/pictograms/2319/2319_500.png,clothes|fashion,object|fashion|clothes
2320,ladle|soup ladle,34bc4503,https://static.arasaac.org/pictograms/2320/2320_500.png,utensil|cookery,object|household|utensil|home|feeding|cookery
2322,CD|CD-ROM|compact disc,a8304a87,https://static.arasaac.org/pictograms/2322/2322_500.png,hardware|core vocabulary-knowledge,computing|hardware|core vocabulary|work
2323,onion,cf4c2232,https://static.arasaac.org/pictograms/2323/2323_500.png,vegetable|food,feeding|food|plant-based food|vegetable
2324,zebra,69c459dd,https://static.arasaac.org/pictograms/2324/2324_500.png,herbivorous|mammal|viviparous|terrestrial animal|wild animal|core vocabulary-living being,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|core vocabulary
2325,Sellotape|Scotch tape,48ee944f,https://static.arasaac.org/pictograms/2325/2325_500.png,educational material,education|educational material
2326,brush teeth|brush the teeth|clean teeth,9e8d9596,https://static.arasaac.org/pictograms/2326/2326_500.png,verb|corporal hygiene|hygiene product|routine,communication|language|verb|human body|hygiene|corporal hygiene|object|hygiene product|person|routine
2327,pig|hog,383977cc,https://static.arasaac.org/pictograms/2327/2327_500.png,omnivorous|mammal|terrestrial animal|viviparous|cattle farming|domestic animal,animal|omnivorous|vertebrate|mammal|terrestrial animal|viviparous|work|primary sector|cattle farming|domestic
2328,cereals|cereal box|cereal bowl,fde75662,https://static.arasaac.org/pictograms/2328/2328_500.png,ultra-processed food|core vocabulary-feeding,feeding|food|ultra-processed food|core vocabulary
2329,cherries,4ee6e09d,https://static.arasaac.org/pictograms/2329/2329_500.png,fruit|core vocabulary-feeding,feeding|food|plant-based food|fruit|core vocabulary
2330,beer|beer glass,f6e200c8,https://static.arasaac.org/pictograms/2330/2330_500.png,beverage,feeding|food|beverage
2331,mushrooms,96518056,https://static.arasaac.org/pictograms/2331/2331_500.png,fungus,plant|fungus
2332,tracksuit|jogging suit,bc4fb8cf,https://static.arasaac.org/pictograms/2332/2332_500.png,sportswear|clothes|core vocabulary-leisure|core vocabulary-object,leisure|sport|sportswear|clothing|object|fashion|clothes|core vocabulary
2333,chimney,ed109e09,https://static.arasaac.org/pictograms/2333/2333_500.png,architectural element|construction,architecture|building|architectural element|work|secondary sector|construction
2334,chocolate|chocolate bar,dab89794,https://static.arasaac.org/pictograms/2334/2334_500.png,ultra-processed food,feeding|food|ultra-processed food
2335,chorizo,375d99e8,https://static.arasaac.org/pictograms/2335/2335_500.png,cold meat,feeding|food|processed food|cold meat
2336,belt,960dc476,https://static.arasaac.org/pictograms/2336/2336_500.png,accessories|fashion,object|fashion|accessories
2337,swan,fb52a20d,https://static.arasaac.org/pictograms/2337/2337_500.png,herbivorous|bird|oviparous|flying animal|river animal|domestic animal,animal|herbivorous|vertebrate|bird|oviparous|flying animal|aquatic animal|freshwater animal|river|domestic
2338,Coca-Cola|cola|Coke,b820068a,https://static.arasaac.org/pictograms/2338/2338_500.png,beverage|core vocabulary-feeding,feeding|food|beverage|core vocabulary
2339,car|family touring car|auto,d1ebd72e,https://static.arasaac.org/pictograms/2339/2339_500.png,land transport|road safety|core vocabulary-movement,movement|traffic|mode of transport|land transport|road safety|core vocabulary
2340,toy car,e1e31521,https://static.arasaac.org/pictograms/2340/2340_500.png,toy,leisure|sport|toy
2341,stove|kitchen range|gas cooker,ddcd90f1,https://static.arasaac.org/pictograms/2341/2341_500.png,electrical appliance|cookery|feeding,object|appliance|electrical appliance|home|feeding|cookery
2342,cook|stew,00642923,https://static.arasaac.org/pictograms/2342/2342_500.png,verb|cookery|usual verbs|core vocabulary-communication|core vocabulary-feeding,communication|language|verb|feeding|cookery|usual verbs|core vocabulary
2343,crocodile,9d7d8f69,https://static.arasaac.org/pictograms/2343/2343_500.png,reptile|oviparous|river animal|marine animal|terrestrial animal|carnivorous|core vocabulary-living being,animal|carnivorous|vertebrate|reptile|oviparous|aquatic animal|freshwater animal|river|marine animal|sea|terrestrial animal|core vocabulary
2344,rocket|space rocket,02b22073,https://static.arasaac.org/pictograms/2344/2344_500.png,aerial transport|core vocabulary-movement,movement|traffic|mode of transport|air transport|core vocabulary
2345,sieve,6be44f90,https://static.arasaac.org/pictograms/2345/2345_500.png,cutlery|cookery,object|household|cutlery|home|feeding|cookery
2346,mat|gym mat,33764972,https://static.arasaac.org/pictograms/2346/2346_500.png,sport material,leisure|sport|sport material
2347,collar|necklace,15929591,https://static.arasaac.org/pictograms/2347/2347_500.png,jewelry|accessories,object|fashion|jewelry|accessories
2348,paint|colour|colorize|colorise,35d474fb,https://static.arasaac.org/pictograms/2348/2348_500.png,verb|educational task|usual verbs|core vocabulary-communication,communication|language|verb|education|educational task|usual verbs|core vocabulary
2349,eat|have|take in|ingest|take,f30f169a,https://static.arasaac.org/pictograms/2349/2349_500.png,verb|food|basic needs,communication|language|verb|feeding|food|person|basic needs
2350,kite,4781ac92,https://static.arasaac.org/pictograms/2350/2350_500.png,toy|beach|outdoor activity,leisure|sport|toy|outdoor activity|beach
2351,rabbit,a51e47f6,https://static.arasaac.org/pictograms/2351/2351_500.png,herbivorous|mammal|viviparous|terrestrial animal|hunting|core vocabulary-living being|core vocabulary-work,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|work|primary sector|hunting|core vocabulary
2352,confused|disoriented,02554c5f,https://static.arasaac.org/pictograms/2352/2352_500.png,qualifying adjective|feeling,communication|language|adjective|qualifying adjective|psychology|feeling|emotion
2353,concierge|superintendent|porter|door guard,cc799577,https://static.arasaac.org/pictograms/2353/2353_500.png,professional|personal services|residential building,work|professional|tertiary sector|personal services|place|building|home
2354,console|games console,36aad108,https://static.arasaac.org/pictograms/2354/2354_500.png,electrical appliance|video game,object|appliance|electrical appliance|home|leisure|game|video game
2355,recycling bin|bin,85943d0f,https://static.arasaac.org/pictograms/2355/2355_500.png,recycling|street furniture,environmental science|recycling|urban area|street furniture
2356,glass,2570c919,https://static.arasaac.org/pictograms/2356/2356_500.png,crockery|beverage,object|household|crockery|home|feeding|food|beverage
2357,curtains|drapes,f3e14a5a,https://static.arasaac.org/pictograms/2357/2357_500.png,trousseau,object|household|trousseau|home
2358,croissant,1d3cf196,https://static.arasaac.org/pictograms/2358/2358_500.png,baking|core vocabulary-feeding,feeding|food|ultra-processed food|dessert|baking|core vocabulary
2359,logbook|notebook,6eab1eb7,https://static.arasaac.org/pictograms/2359/2359_500.png,educational material,education|educational material
2360,painting|picture,ef61bd0c,https://static.arasaac.org/pictograms/2360/2360_500.png,painting|decorative item,visual art|painting|object|decorative item
2361,bucket and spade,d50c1261,https://static.arasaac.org/pictograms/2361/2361_500.png,toy|beach|core vocabulary-leisure,leisure|sport|toy|outdoor activity|beach
2362,spoon,4b8e2308,https://static.arasaac.org/pictograms/2362/2362_500.png,cutlery|cookery|core vocabulary-object|core vocabulary-feeding,object|household|cutlery|home|feeding|cookery|core vocabulary
2363,ladle,fd0e723b,https://static.arasaac.org/pictograms/2363/2363_500.png,utensil|cookery,object|household|utensil|home|feeding|cookery
2364,tale|storybook,7ab77faa,https://static.arasaac.org/pictograms/2364/2364_500.png,literacy genre|library science|educational material|core vocabulary-knowledge,literature|literacy genre|library science|education|educational material|core vocabulary
2366,apron,c700b304,https://static.arasaac.org/pictograms/2366/2366_500.png,workwear|core vocabulary-work,work|clothes|workwear|core vocabulary
2367,pain,87a42987,https://static.arasaac.org/pictograms/2367/2367_500.png,symptom|body sensation,health|medicine|symptom|human body|body sensation
2368,donut|doughnut,afdd2e03,https://static.arasaac.org/pictograms/2368/2368_500.png,baking,feeding|food|ultra-processed food|dessert|baking
2369,sleep,c9fab33e,https://static.arasaac.org/pictograms/2369/2369_500.png,verb|basic needs|routine,communication|language|verb|person|basic needs|routine
2370,shower,7168c799,https://static.arasaac.org/pictograms/2370/2370_500.png,building facility|residential building,place|building|building facility|home
2371,have a shower|shower,dde5e796,https://static.arasaac.org/pictograms/2371/2371_500.png,verb|corporal hygiene|routine,communication|language|verb|human body|hygiene|corporal hygiene|person|routine
2372,elephant,e4b48fd5,https://static.arasaac.org/pictograms/2372/2372_500.png,herbivorous|mammal|viviparous|terrestrial animal|wild animal|domestic animal|core vocabulary-living being,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|wild|domestic|core vocabulary
2373,plug,27d5bf7a,https://static.arasaac.org/pictograms/2373/2373_500.png,building facility|construction|residential building,place|building|building facility|work|secondary sector|construction|home
2374,angry|irritated|annoyed,1634ecfc,https://static.arasaac.org/pictograms/2374/2374_500.png,qualifying adjective|feeling,communication|language|adjective|qualifying adjective|psychology|feeling|emotion
2375,nurse|RGN|nurse clinician,b42edf13,https://static.arasaac.org/pictograms/2375/2375_500.png,health personnel|sanitary professional,health|medicine|professional|work
2376,get sick|come down|sicken|fall ill|get ill,cd7eb513,https://static.arasaac.org/pictograms/2376/2376_500.png,verb|disease,communication|language|verb|health|medicine|disease
2377,salad,c2e055ac,https://static.arasaac.org/pictograms/2377/2377_500.png,gastronomy|core vocabulary-feeding,feeding|food|gastronomy|core vocabulary
2378,music system|sound system|audio system,b0b9c8e7,https://static.arasaac.org/pictograms/2378/2378_500.png,electrical appliance|music device,object|appliance|electrical appliance|home|music device
2379,stairs|steps,3c4b9d9f,https://static.arasaac.org/pictograms/2379/2379_500.png,architectural element|building facility|construction|core vocabulary-knowledge|core vocabulary-place|core vocabulary-work,architecture|building|architectural element|place|building facility|work|secondary sector|construction|core vocabulary
2380,write|writing,b2180040,https://static.arasaac.org/pictograms/2380/2380_500.png,usual verbs|educational task|core vocabulary-communication|core vocabulary-education,communication|language|verb|usual verbs|education|educational task|core vocabulary
2381,hear|listen,3f43481a,https://static.arasaac.org/pictograms/2381/2381_500.png,verb|senses,communication|language|verb|human body|physiology|human physiology|senses
2382,colander|cullender,3d57717e,https://static.arasaac.org/pictograms/2382/2382_500.png,utensil|cookery,object|household|utensil|home|feeding|cookery
2383,spaghetti,16fd0a04,https://static.arasaac.org/pictograms/2383/2383_500.png,gastronomy|traditional dish|processed food,feeding|food|gastronomy|traditional dish|processed food
2384,asparagus,08090207,https://static.arasaac.org/pictograms/2384/2384_500.png,vegetable,feeding|food|plant-based food|vegetable
2385,mirror,fbe322a8,https://static.arasaac.org/pictograms/2385/2385_500.png,decorative item,object|decorative item
2386,shelves,6d73549d,https://static.arasaac.org/pictograms/2386/2386_500.png,,
2387,study,2cd1c6ec,https://static.arasaac.org/pictograms/2387/2387_500.png,verb|educational task,communication|language|verb|education|educational task
2389,stove|electric heater,ffb10f79,https://static.arasaac.org/pictograms/2389/2389_500.png,electrical appliance,object|appliance|electrical appliance|home
2390,excavator|digger,ac62d52c,https://static.arasaac.org/pictograms/2390/2390_500.png,work machine|construction,work|work machine|secondary sector|construction
2391,skirt,25035b69,https://static.arasaac.org/pictograms/2391/2391_500.png,clothes|core vocabulary-object,object|fashion|clothes|core vocabulary
2392,family,0d3fda0b,https://static.arasaac.org/pictograms/2392/2392_500.png,family|core vocabulary-living being,person|family|core vocabulary
2393,light post|streetlight,6b67cfe2,https://static.arasaac.org/pictograms/2393/2393_500.png,street furniture|light fixture,urban area|street furniture|object|appliance|light fixture|home
2394,figure|statuette|figurine,691bcf0b,https://static.arasaac.org/pictograms/2394/2394_500.png,decorative item,object|decorative item
2395,physiotherapist|physical therapist,fc1a6292,https://static.arasaac.org/pictograms/2395/2395_500.png,physiotherapy|professional,health|physiotherapy|work|professional
2396,flute|vertical flute,eed9be2f,https://static.arasaac.org/pictograms/2396/2396_500.png,wind instrument,music|musical instrument|wind instrument
2397,seal,336e8afd,https://static.arasaac.org/pictograms/2397/2397_500.png,carnivorous|mammal|viviparous|marine animal|wild animal|core vocabulary-living being,animal|carnivorous|vertebrate|mammal|viviparous|aquatic animal|marine animal|sea|wild|core vocabulary
2398,paper|sheets,74387327,https://static.arasaac.org/pictograms/2398/2398_500.png,educational material,education|educational material
2399,kitchen sink,918d55df,https://static.arasaac.org/pictograms/2399/2399_500.png,building facility|cookery|core vocabulary-place|core vocabulary-feeding,place|building|building facility|feeding|cookery|core vocabulary
2400,strawberry,495bf984,https://static.arasaac.org/pictograms/2400/2400_500.png,fruit|core vocabulary-feeding,feeding|food|plant-based food|fruit|core vocabulary
2401,sensitive to the cold|shivery|nesh|cold-natured|cold-blooded,df10c37b,https://static.arasaac.org/pictograms/2401/2401_500.png,qualifying adjective|body sensation,communication|language|adjective|qualifying adjective|human body|body sensation
2402,biscuits|cookies,29859497,https://static.arasaac.org/pictograms/2402/2402_500.png,baking|core vocabulary-feeding,feeding|food|ultra-processed food|dessert|baking|core vocabulary
2403,hen,e811af40,https://static.arasaac.org/pictograms/2403/2403_500.png,omnivorous|bird|oviparous|terrestrial animal|cattle farming|domestic animal|core vocabulary-living being|core vocabulary-work,animal|omnivorous|vertebrate|bird|oviparous|terrestrial animal|work|primary sector|cattle farming|domestic|core vocabulary
2404,chicken|rooster,366a88fe,https://static.arasaac.org/pictograms/2404/2404_500.png,omnivorous|bird|oviparous|terrestrial animal|cattle farming|domestic animal,animal|omnivorous|vertebrate|bird|oviparous|terrestrial animal|work|primary sector|cattle farming|domestic
2405,chickpeas|stew,282475d7,https://static.arasaac.org/pictograms/2405/2405_500.png,gastronomy|core vocabulary-feeding,feeding|food|gastronomy|core vocabulary
2406,cat|kitten|pussycat,c767992d,https://static.arasaac.org/pictograms/2406/2406_500.png,carnivorous|mammal|viviparous|terrestrial animal|pet|domestic animal,animal|carnivorous|vertebrate|mammal|viviparous|terrestrial animal|pet|domestic
2407,balloon|hot-air balloon,dabd504e,https://static.arasaac.org/pictograms/2407/2407_500.png,aerial transport,movement|traffic|mode of transport|air transport
2408,balloon,69877743,https://static.arasaac.org/pictograms/2408/2408_500.png,toy|core vocabulary-leisure,leisure|sport|toy
2409,rubber|pencil eraser,c340f31a,https://static.arasaac.org/pictograms/2409/2409_500.png,educational material,education|educational material
2410,gorilla,8621e77d,https://static.arasaac.org/pictograms/2410/2410_500.png,herbivorous|mammal|viviparous|terrestrial animal|wild animal,animal|herbivorous|vertebrate|mammal|viviparous|terrestrial animal|wild
2411,cap,3d791e43,https://static.arasaac.org/pictograms/2411/2411_500.png,accessories|beach,object|fashion|accessories|leisure|outdoor activity|beach
2412,cap|ski cap,0d47055c,https://static.arasaac.org/pictograms/2412/2412_500.png,accessories|core vocabulary-object,object|fashion|accessories|core vocabulary
2413,stapler,66619ae3,https://static.arasaac.org/pictograms/2413/2413_500.png,educational material,education|educational material
2414,tap,8f986450,https://static.arasaac.org/pictograms/2414/2414_500.png,building facility|construction,place|building|building facility|work|secondary sector|construction
2415,gloves,86ff54c0,https://static.arasaac.org/pictograms/2415/2415_500.png,accessories,object|fashion|accessories
2417,guitar,4c39e90d,https://static.arasaac.org/pictograms/2417/2417_500.png,string instrument|fiestas del pilar|core vocabulary-knowledge|core vocabulary-time,music|musical instrument|string instrument|event|popular event|fiestas del pilar|core vocabulary
2418,like,be1ab163,https://static.arasaac.org/pictograms/2418/2418_500.png,verb|senses|food,communication|language|verb|human body|physiology|human physiology|senses|feeding|food
2419,hamburger|burger,73a36162,https://static.arasaac.org/pictograms/2419/2419_500.png,ultra-processed food|core vocabulary-feeding|gastronomy,feeding|food|ultra-processed food|core vocabulary|gastronomy
2420,ice cream cone,836d4d4f,https://static.arasaac.org/pictograms/2420/2420_500.png,dessert|core vocabulary-feeding|summer,feeding|food|ultra-processed food|dessert|core vocabulary|summer
2421,helicopter,e29e13ac,https://static.arasaac.org/pictograms/2421/2421_500.png,aerial transport,movement|traffic|mode of transport|air transport
